Name;ID;Status;Pedigree;Source;Center;Release Year;Agroecology;Region_1;Region_2;Region_3;Longitude;Latitude;Genetic cluster;Altitude;bio1;bio2;bio3;bio4;bio5;bio6;bio7;bio8;bio9;bio10;bio11;bio12;bio13;bio14;bio15;bio16;bio17;bio18;bio19;DH;DH.Adet;DH.Akaki;DM;DM.Adet;DM.Akaki;PH;PH.Adet;PH.Akaki;PL.x;PL.Adet;PL.Akaki;PBPM;PBPM.Adet;PBPM.Akaki;TT;TT.Adet;TT.Akaki;CLF;CLF.Adet;CLF.Akaki;CDF;CDF.Adet;CDF.Akaki;PW;PW.Adet;PW.Akaki;PY;PY.Adet;PY.Akaki;GY;GY.Adet;GY.Akaki;BY;BY.Adet;BY.Akaki;HI;HI.Adet;HI.Akaki;GFP;GFP.Adet;GFP.Akaki;GFR;GFR.Adet;GFR.Akaki;BPR;BPR.Adet;BPR.Akaki;PA;PA.Adet;PA.Akaki;PA.M;PA.W;PA.Adet.M;PA.Adet.W;PA.Akaki.M;PA.Akaki.W;OA;OA.Adet;OA.Akaki;OA.M;OA.W;OA.Adet.M;OA.Adet.W;OA.Akaki.M;OA.Akaki.W;lat;lon;DMSlat;DMSlon;altitude;Edate;Hdate;Mdate;GfilP;PL.y;NV;NVc;Plc;Gfpc;PCMdate;SBP;Ptype;SC;PCHdate;Edatec;Hdatec;Mdatec
19428;T_34;landrace;NA;EBI;NA;NA;M3;Amhara;Misraq Gojjam;Amanuel;37.5735;10.38866667;6;2173;17.3;13.7;0.74;11.92;27;8.6;18.4;16;17.3;19.1;16;1338;325;8;97;830;35;197;830;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.38866667;37.5735;10 23.32;37 34.41;2173;5;51;96;45;39;5;3;3;2;4;3;3;4;4;1;3;3
19441;T_32;landrace;NA;EBI;NA;NA;M3;Amhara;Misraq Gojjam;Machakel;37.52583333;10.50583333;5;2212;17.1;13.7;0.74;10.97;26.6;8.3;18.3;15.9;16.9;18.8;15.9;1398;333;9;96;865;40;200;865;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.50583333;37.52583333;10 30.35;37 31.55;2212;7;45;94;49;32;4;3;3;2;4;4;3;4;4;2;2;2
19448;T_161;landrace;NA;EBI;NA;NA;M3;Amhara;Mirab Gojjam;Bure;37.1085;10.7035;2;2039;17.6;14.4;0.72;9.65;27.5;7.7;19.8;16.7;17.1;19.1;16.7;1585;361;9;95;964;41;206;964;48.5095728;48.53484236;48.50810916;97.4901083;97.49210386;97.44880454;74.22325388;97.47447778;51.10233576;28.90021905;33.43981935;23.8452767;22.72701127;23.43478641;21.71328873;7.651066207;10.30092257;5.334786596;4.160611649;4.827109671;3.140034461;2.023286765;2.717598348;1.633284403;2.241491849;3.183968476;1.358034259;1.348240476;1.706567515;0.821709127;1596.449497;1993.388526;1200.827963;7551.615816;9417.545535;5589.453518;0.211427741;0.20909158;0.213869908;48.94263384;48.82013041;48.88487038;32.6813903;40.78043906;24.55250119;77.39243733;96.41259337;57.25817866;3.257888835;3.205054558;3.413618073;3.345268144;3.13870712;3.531947948;2.790239;3.071589333;3.477885646;3.602914813;3.678499985;3.472762135;3.232724741;3.996606414;3.098812635;4.367674015;3.553321283;3.381308382;10.7035;37.1085;10 42.21;37 06.51;2039;5;43;94;51;39;4;3;3;3;4;2;2;4;4;1;2;2
19449;T_164;landrace;NA;EBI;NA;NA;M3;Amhara;Mirab Gojjam;Bure;37.1035;10.70266667;5;2068;17.5;14.4;0.72;9.62;27.4;7.6;19.8;16.6;17;18.9;16.6;1602;364;10;95;970;44;209;970;44.09495356;44.23643027;44.16588;93.6405303;93.90788889;93.90376063;67.51133833;81.89593416;46.55985323;28.48955521;30.8767361;25.06314399;21.30985476;19.12921108;22.14326169;7.512785043;9.905064599;5.155878933;4.099505783;4.768715968;2.713967447;2.100416063;2.57580939;2.614331852;2.265894941;2.736627479;1.887840833;1.503640993;1.937165892;1.278445875;1357.484212;1721.05406;992.3567229;5713.097304;7710.269278;4053.036438;0.234847591;0.222757772;0.248291289;49.40526534;49.21478846;49.30039091;27.54674947;35.01252367;20.17838347;61.19021719;82.45332525;43.41359817;3.015871721;2.780369743;3.232430266;2.973676554;3.03703967;3.099297052;2.617468588;2.943900655;3.477885646;2.966047877;2.733469285;3.384895366;2.509284663;3.461308236;2.406723705;3.292136313;2.935009038;3.69049812;10.70266667;37.1035;10 42.16;37 06.21;2068;7;44;93;49;21;2;1;2;2;4;2;2;4;4;2;2;2
19463;T_8;landrace;NA;EBI;NA;NA;SH3;Amhara;Agew Awi;Kosober;36.817;10.95516667;6;2631;14;14;0.72;8.52;23.6;4.4;19.2;13.4;13.6;15.3;13.3;2003;436;26;82;1105;109;304;1103;49.73585592;51.87805176;47.54316935;97.4901083;97.49210386;97.44880454;68.70661096;82.26465709;49.739591;26.87623295;32.64437972;18.97380754;24.20447231;23.35198688;26.01301825;8.004451403;10.23494625;6.766047894;4.15520405;4.288090875;3.608708176;2.0021313;2.514367508;1.609356417;2.278096487;2.55769108;2.108593572;1.348240476;1.383729787;1.141424851;1316.259529;1659.857521;970.7405717;6429.151711;8302.587308;4721.045781;0.20602316;0.202258483;0.21004531;47.7860551;46.05752407;49.71591144;27.95308795;36.443184;19.53377664;66.06093537;85.5244438;48.66858825;2.776286843;2.670266273;2.61639172;2.794449076;2.807596499;2.97568251;2.58867352;2.79067424;3.097662962;3.116033656;3.135982361;3.077361673;3.254002138;2.947427271;3.252610175;2.893789016;3.111669679;3.133956593;10.95516667;36.817;10 57.31;36 49.02;2631;5;51;96;45;23;2;1;2;2;3;3;2;2;3;1;3;3
19472;T_172;landrace;NA;EBI;NA;NA;M2;Benishangul_Gumuz;Metekel;Metekel;35.6565;11.00466667;5;696;26.3;14.8;0.69;14.87;37.8;16.4;21.4;24.7;26.2;28.5;24.7;1270;309;0;108;813;2;145;813;43.60444031;44.23643027;43.20094019;94.12172755;94.35591576;94.34689112;65.9482895;78.11652417;45.65135673;26.72956729;28.66718157;22.22145365;20.01330732;18.46681487;19.13345103;7.697159928;8.71749067;6.944955556;4.009198883;3.749072079;2.969607655;1.943072294;1.313887661;2.183628094;1.814437735;1.260402189;1.711238641;1.047799478;0.55357563;0.639014428;1003.243727;1366.11138;634.1012139;5035.747034;7048.260871;3518.631368;0.195213998;0.198841935;0.190922321;50.33052833;49.60944651;50.54695249;20.05719244;27.66001614;12.71936166;53.83387922;75.42396453;37.7992595;2.771295988;2.607350004;2.688866843;2.921548292;2.623579654;3.140501899;2.243132697;2.816211976;3.13222866;2.410267141;2.348456778;2.506227673;2.466728948;2.410231747;2.586154168;2.136929152;2.140036151;3.010280698;11.00466667;35.6565;11 00.28;35 39.39;696;8;44;94;50;40;4;3;3;3;4;1;2;2;6;3;2;2
19475;T_11;landrace;NA;EBI;NA;NA;SH4;Amhara;Agew Awi;Enjebara;36.90683333;11.021;6;2575;14.7;14.2;0.73;8.66;24.3;4.9;19.4;14.2;14.2;16;14;1934;426;25;84;1084;100;279;126;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.021;36.90683333;11 01.26;36 54.41;2575;7;50;96;46;16;3;2;1;2;3;2;2;2;3;2;3;3
19495;T_13;landrace;NA;EBI;NA;NA;SH4;Amhara;Agew Awi;Kosober;36.9565;10.96783333;6;2612;14.5;14.1;0.73;8.55;24;4.7;19.3;14;13.9;15.7;13.7;1990;435;27;82;1099;112;303;134;45.5664933;45.6692343;45.61328972;96.04651655;96.14802324;96.11941308;70.8519721;82.72556074;55.64481829;25.84957334;23.3642507;24.65718822;23.66173152;23.51758594;24.29312644;7.651066207;9.047372317;6.467868457;4.144388853;4.692354972;3.140034461;1.996401695;2.320589265;1.743353141;2.131677934;2.423488781;1.711238641;1.275720235;1.383729787;0.821709127;1165.096247;1528.284733;797.7881986;5616.332316;7570.896886;4019.637374;0.207824687;0.205675032;0.21004531;50.33052833;50.00410456;50.13143196;23.1347447;30.57113827;15.89635243;58.63149094;79.28673151;42.16167406;2.758882042;2.166936122;3.268667827;2.60074621;2.850649346;2.52242919;2.300722834;2.96943839;3.477885646;2.522485068;2.523462463;2.506227673;2.488006636;2.633266149;2.586154168;2.535276449;2.228366472;2.94844275;10.96783333;36.9565;10 58.07;36 57.39;2612;7;48;94;46;34;4;3;3;2;3;3;2;3;3;2;3;2
19499;T_9;landrace;NA;EBI;NA;NA;M3;Amhara;Agew Awi;Tilili;37.04133333;10.8365;6;2555;14.6;14;0.73;8.69;24;5;19;13.9;14.1;15.9;13.9;1927;423;26;83;1075;103;296;1075;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.8365;37.04133333;10 50.19;37 02.48;2555;7;50;96;46;32;3;2;3;2;3;3;1;3;3;2;3;3
19522;T_35;landrace;NA;EBI;NA;NA;M3;Amhara;Misraq Gojjam;Guzamn;37.6415;10.32083333;4;2220;17.2;13.5;0.74;12.03;26.7;8.6;18.1;15.7;17.2;18.9;15.7;1297;318;7;97;806;33;197;806;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.32083333;37.6415;10 19.25;37 38.49;2220;7;54;104;50;46;6;3;3;3;4;3;2;4;6;2;3;3
19529;T_31;landrace;NA;EBI;NA;NA;M3;Amhara;Misraq Gojjam;Guzamn;37.50483333;10.20683333;6;2079;17.7;14.1;0.74;11.72;27.6;8.6;19;16.4;17.6;19.4;16.4;1302;322;6;99;807;28;197;807;44.09495356;44.23643027;44.16588;95.5653193;95.69999637;95.67628259;74.83621421;92.40453755;57.91605955;29.66288048;31.318647;27.90483433;22.696859;23.35198688;21.71328873;7.78934737;10.10299359;6.050417245;4.101128062;4.872027904;2.628754045;1.96378702;2.008653557;1.705068363;2.034065565;2.020881884;1.755389189;1.296440304;1.475969138;0.821709127;1143.720061;1453.318628;830.2170581;4958.334114;6839.206464;3585.429497;0.229443011;0.215924676;0.244466692;51.25579133;50.79342065;50.96247302;22.35439011;28.63340845;16.31074253;52.17756089;72.36080224;37.97313785;3.030844285;2.96911855;3.015004896;2.98681319;3.107191449;3.284718864;2.703853794;2.765136505;3.512451345;2.606708913;2.5584636;2.681961211;2.083731633;3.267436547;2.022229855;3.491309962;2.493357434;3.010280698;10.20683333;37.50483333;10 12.41;37 30.29;2079;7;45;94;49;27;2;1;2;2;3;2;2;2;3;2;2;2
19545;T_44;landrace;NA;EBI;NA;NA;M3;Amhara;Misraq Gojjam;Aneded;37.85783333;10.309;6;2442;16.2;12.9;0.74;12.94;25.4;8.1;17.3;14.7;15.7;18.1;14.7;1264;312;9;97;787;38;202;787;45.5664933;45.6692343;45.61328972;95.08412205;95.2519695;95.2331521;72.07789274;91.94363389;50.19383925;26.72956729;29.10909247;21.81549788;23.78234058;24.6767793;23.43318054;7.712524502;8.981395987;6.766047894;4.099505783;5.307734764;2.202687031;1.906931708;1.663633758;1.437074914;2.375708856;3.139234376;1.887840833;1.368960545;1.66044784;0.958730151;1613.247199;1950.551408;1278.041077;7435.498759;9313.018332;5489.252317;0.218633849;0.20909158;0.2291683;49.40526534;49.21478846;49.30039091;32.72987387;39.56256682;25.88775818;78.12350197;97.4588423;57.47842457;2.790651348;2.780369743;2.507679035;2.88958522;2.752015815;3.140501899;2.559878451;2.765136505;3.028531565;3.528706335;3.345989183;3.868162597;3.40294605;3.562155859;3.201344329;3.451475232;3.906642566;3.69049812;10.309;37.85783333;10 18.54;37 51.47;2442;7;48;95;47;46;4;3;3;2;4;4;3;5;6;2;3;2
19555;T_38;landrace;NA;EBI;NA;NA;M3;Amhara;Misraq Gojjam;Bichena;38.05416667;10.302;3;2472;16.4;12.9;0.73;13.53;25.6;8;17.6;14.7;15.8;18.2;14.7;1202;316;6;101;761;29;198;761;45.81174993;45.6692343;46.09575963;94.12172755;94.35591576;94.34689112;76.82833526;93.32634486;62.91279033;29.51621482;34.85393425;24.25123246;23.17929526;24.26278167;22.14326169;7.466691322;9.047372317;5.752237808;4.149796451;4.557600273;3.310461266;1.976127708;1.45095032;2.40376557;2.229290302;2.736627479;1.755389189;1.431120752;2.121644594;0.776035452;1668.981487;2033.168801;1307.384562;7435.498759;9313.018332;5489.252317;0.220435376;0.212508128;0.2291683;48.24868659;48.42547236;48.05382932;34.62073305;41.95756465;27.22301517;78.82258253;98.23855634;57.90346053;3.102121942;3.157867356;2.978767335;3.223691333;3.00348074;3.470140677;2.790239;2.943900655;3.235925756;3.831694739;3.818504533;3.868162597;3.466778968;4.167241601;3.278243099;4.407508745;3.906642566;3.69049812;10.302;38.05416667;10 18.12;38 03.25;2472;7;45;95;50;25;3;2;2;3;3;2;1;3;3;2;2;2
24275;T_171;landrace;NA;EBI;NA;NA;SH2;Benishangul_Gumuz;Asosa;Asosa;34.63866667;10.05833333;5;1511;21.8;12.5;0.69;15.98;32.3;14.3;18;20.3;22.7;24.1;20.2;1234;233;0;90;668;5;76;666;61.75343053;61.43007861;61.53479664;108.0764478;108.2447487;106.3114143;76.92027931;103.7427675;52.91932877;30.6015407;39.44980767;23.03336517;22.27472728;21.7787959;22.14326169;7.989086829;9.839088269;7.064227331;4.252540828;5.905147264;2.841787551;2.07485321;2.821576918;2.087916148;2.48552277;4.07865047;1.358034259;1.596881303;3.044038103;0.593340753;1651.421087;2042.348512;1262.600307;7087.14759;8999.436722;5188.648714;0.229443011;0.219341224;0.240642094;46.62947635;47.63615626;45.97622668;35.60194814;43.20260133;27.91366533;65.92386075;84.39465407;49.53411603;3.153981049;3.456719633;2.725104404;3.300754114;3.095654272;3.65556249;3.078189686;2.867287448;3.097662962;3.812026402;3.836005101;3.780295828;3.722110592;3.835614074;3.611471102;3.929491988;3.818312245;3.628660172;10.05833333;34.63866667;10 03.50;34 38.32;1511;5;56;107;51;35;4;3;3;3;1;4;4;4;1;1;3;3
24278;T_174;landrace;NA;EBI;NA;NA;SH2;Benishangul_Gumuz;Metekel;Bulen;36.14233333;10.67183333;5;1352;21.8;14.5;0.68;12.98;33.1;11.8;21.3;20.5;21.7;23.8;20.5;1709;399;2;102;1057;11;211;1057;61.75343053;60.95247727;62.01726654;102.3020808;102.8684263;100.9938485;76.85898328;94.80123656;61.55004557;29.89754554;35.5609917;24.65718822;24.23462457;27.98876032;21.28331578;7.727889075;8.783466999;7.004591444;4.214687637;4.377927341;3.992168488;2.104382713;2.476557119;2.757899771;2.192685664;2.60242518;1.755389189;1.503640993;2.075524919;1.141424851;1400.241165;1763.895768;1035.598291;7009.736993;8825.223323;5222.051786;0.202420106;0.202258483;0.202396114;41.07789838;43.29491773;40.57445982;33.90733197;41.59989957;26.16401824;68.4917253;86.41554555;51.91431742;3.262879689;3.267970827;3.34114295;3.271635942;3.257319144;3.470140677;2.99180448;3.020513862;3.477885646;3.298357588;3.468493163;2.989494904;3.424223302;3.162716173;3.432040639;3.371805773;3.2;2.94844275;10.67183333;36.14233333;10 40.31;36 08.54;1352;5;56;113;57;20;4;3;1;3;4;4;3;4;4;1;3;3
24279;T_175;landrace;NA;EBI;NA;NA;SH3;Benishangul_Gumuz;Metekel;Wenbera;35.70183333;10.5705;6;2504;15.9;13.2;0.7;11.02;25.9;7.3;18.6;14.7;16.1;17.4;14.7;1947;401;11;89;1082;49;128;1082;45.5664933;45.6692343;45.61328972;95.08412205;95.2519695;95.2331521;75.47982255;94.24815218;58.0069092;26.72956729;27.34144885;23.43932094;23.02853393;23.84878404;22.14326169;7.866170239;9.311277634;7.064227331;4.326624931;4.9483889;4.333022098;2.010946077;2.571083091;1.647641195;2.229290302;2.870829778;1.622937546;1.473596893;2.126256562;0.958730151;1313.969141;1650.67781;975.3732659;6274.330517;8163.219097;4587.445515;0.209626214;0.205675032;0.213869908;49.40526534;49.21478846;49.30039091;26.60478299;33.57280852;19.76399337;66.02895129;85.88247575;48.26673607;2.708783922;2.387143063;2.797579527;2.828503975;2.558174834;2.955080086;2.099157354;2.867287448;3.166794359;3.071025686;3.258486341;2.725894596;3.530611402;2.567351336;3.611471102;2.614945908;3.023339359;2.70109096;10.5705;35.70183333;10 34.23;35 42.11;2504;8;49;94;45;40;2;1;3;2;3;2;3;2;3;3;3;2
24282;T_2;landrace;NA;EBI;NA;NA;SH3;Amhara;Agew Awi;Zigem;36.5415;10.83366667;5;1983;17.9;14.6;0.68;9.69;28.6;7.4;21.2;17.2;17.5;19.4;17.2;1788;410;10;96;1066;47;205;1066;47.28328968;47.10203833;47.54316935;93.6405303;93.90788889;93.90376063;79.70924879;103.3740446;61.55004557;33.56418702;40.42201166;30.34056891;22.8777726;23.43478641;22.14326169;7.374503879;7.859798388;6.467868457;4.458029581;6.848430157;3.566101474;2.031660803;2.911376592;1.528001263;2.522127409;3.631309473;1.93199138;1.627961406;2.675080699;1.095751176;1597.977186;1935.248831;1262.600307;6216.271989;7849.637488;4787.847917;0.24745828;0.239840513;0.255940485;46.3981606;46.84684017;46.39174721;34.5006785;41.63159141;27.31510186;66.33280003;83.77804348;50.82467977;3.111558783;2.921931348;3.34114295;3.176499798;3.000777041;3.305321288;2.58867352;3.046051597;3.443319948;3.504814726;3.38099032;3.736362443;3.339113083;3.604834171;3.150078482;3.610814151;3.818312245;3.566822225;10.83366667;36.5415;10 50.02;36 32.49;1983;7;43;84;41;37;5;3;3;1;4;3;5;4;4;2;2;1
24285;T_14;landrace;NA;EBI;NA;NA;SH3;Amhara;Agew Awi;Banja;36.9535;10.9595;6;2585;14.7;14.2;0.73;8.53;24.2;4.8;19.4;14.2;14.1;15.9;13.9;1984;433;27;81;1095;112;301;134;49.00008605;49.0124437;48.99057907;94.6029248;94.80394263;94.79002161;73.61029356;86.87369366;59.73305256;29.51621482;33.08629063;25.87505551;22.57624994;23.02078878;21.71328873;7.727889075;9.839088269;6.050417245;4.133573655;4.51268204;3.225247863;1.974364752;1.677812654;2.15491451;2.229290302;2.64715928;1.843690285;1.37932058;1.614328164;1.050077501;1481.930125;1845.746655;1118.213127;6719.444352;8616.168917;4921.448183;0.220435376;0.212508128;0.2291683;45.70421336;46.05752407;45.97622668;32.57980568;40.53595913;24.59854453;71.00704459;90.82331673;51.88726968;3.234150679;3.047763886;3.558568319;3.224444407;3.194287803;3.305321288;2.819034068;3.122664805;3.547017043;3.580592027;3.450992594;3.824229212;3.062503578;4.107096884;2.919382172;4.128665637;3.464990962;3.93784991;10.9595;36.9535;10 57.57;36 57.21;2585;7;51;96;45;32;3;2;3;2;3;1;1;3;3;2;3;3
24313;T_323;landrace;NA;EBI;NA;NA;SH3;Oromia;Mirab Welega;Gimbi;35.88533333;9.125833333;5;1819;19.7;13.5;0.76;13.49;29.6;11.9;17.7;18.2;20.2;21.6;18.1;1877;371;5;91;1060;21;107;1020;47.03803305;47.10203833;47.06069944;97.4901083;97.49210386;97.44880454;68.23156671;79.45314478;51.10233576;26.46556911;27.87174194;22.22145365;22.72701127;22.60679115;22.57323464;6.821379224;5.946484837;6.050417245;4.014606482;3.749072079;3.012214357;1.940427861;1.800696418;1.661997987;1.765631551;1.439338588;1.358034259;1.078879581;1.014772384;0.319298704;903.9920765;1266.662988;533.7246283;5809.859969;7745.110285;4186.636703;0.160984986;0.174926098;0.145027146;50.33052833;50.00410456;50.13143196;17.94700282;25.46875157;10.73949785;59.79205606;80.06644555;43.36723061;2.756931483;2.497246533;2.797579527;2.822228496;2.683907296;3.016887357;2.214337628;2.79067424;3.270491455;1.782932376;1.875941429;1.583626595;1.700733543;2.057343122;1.868432315;2.176763882;1.433393585;2.206387381;9.125833333;35.88533333;09 07.55;35 53.12;1819;7;47;98;51;42;4;3;3;3;4;3;3;2;4;2;3;3
24324;T_263;landrace;NA;EBI;NA;NA;M3;Oromia;Horo Guduru;Guduru;37.43616667;9.4925;6;2285;16;15.5;0.75;9.18;26.3;5.9;20.4;15.7;15.5;17.3;15;1249;330;5;100;767;23;204;77;44.09495356;44.23643027;44.16588;96.04651655;96.14802324;96.11941308;83.17247462;115.1731782;60.18730081;33.85751834;41.30583347;30.34056891;25.22964935;24.09718262;28.162883;7.620337059;7.859798388;7.422042656;4.474252378;7.252694254;3.310461266;2.05942735;2.296957772;2.451621543;2.31592128;2.915563878;1.892255887;1.510893017;2.338407069;0.913056477;1649.513194;1978.857045;1322.825332;7706.439332;9556.913745;5723.057791;0.216832322;0.205675032;0.2291683;51.71842283;51.1880787;51.37799355;32.05803012;38.42618788;25.7035848;80.19332874;99.0938549;59.3910864;3.43051566;3.393803364;3.703518566;3.285525652;3.569111711;3.490743101;3.19336996;3.020513862;3.823542632;3.7363699;3.573496574;4.043896136;3.551889574;3.825893169;3.355141869;3.73031834;3.994972887;3.876011962;9.4925;37.43616667;09 29.55;37 26.17;2285;7;43;95;52;36;3;2;3;3;1;3;3;4;1;2;2;2
24325;T_264;landrace;NA;EBI;NA;NA;M3;Oromia;Horo Guduru;Guduru;37.47066667;9.4705;5;2317;16;15.4;0.75;9.2;26.2;5.9;20.3;15.3;15.5;17.2;15;1245;325;5;99;762;23;207;76;61.26291728;61.43007861;60.56985682;101.8208836;101.9723726;100.9938485;91.34017095;130.0603663;69.72651412;32.44952801;39.71495421;27.90483433;25.13919255;25.91877218;26.01301825;8.15809714;10.16896992;7.422042656;4.674333532;7.926467749;4.247808696;2.01359051;2.519093807;1.728996349;2.461119678;3.183968476;2.152744119;1.721201716;2.490601998;1.689508949;1731.509065;2089.62402;1376.874975;8364.435211;10184.07696;6257.462861;0.211427741;0.205675032;0.217694506;41.07789838;42.11094358;41.8210214;42.73826774;51.44700787;33.76117008;82.11922716;99.79400628;61.96834992;3.363620798;3.189325491;3.775993689;3.349451797;3.310196129;3.490743101;2.819034068;3.122664805;3.754411235;3.833142762;3.748502259;3.999962751;3.722110737;3.843359575;3.534572332;3.849822529;4.083303207;3.752336067;9.4705;37.47066667;09 28.23;37 28.24;2317;8;45;95;50;42;2;1;3;3;1;3;3;4;1;3;2;2
24326;T_265;landrace;NA;EBI;NA;NA;M3;Oromia;Horo Guduru;Guduru;37.4725;9.470666667;5;2317;16;15.4;0.75;9.2;26.2;5.9;20.3;15.3;15.5;17.2;15;1245;325;5;99;762;23;207;76;62.24394378;61.90767996;62.01726654;101.3396863;101.9723726;100.1075875;87.55514095;128.8159265;59.73305256;32.88952499;44.13406327;25.06314399;27.40061251;31.71473898;26.4429912;7.620337059;7.529916741;7.720222093;4.690556328;8.151058915;4.162595293;2.061631045;3.043712953;1.719425155;2.48552277;3.497107174;1.93199138;1.586521268;2.398362647;1.187098526;1722.420808;2086.714052;1361.429573;9138.550468;10880.92638;6925.472203;0.195213998;0.195425387;0.194746919;39.69000389;41.71628553;39.74341876;43.59711953;51.50133675;35.41873048;89.81368252;106.2186908;68.74187758;3.49862664;3.75557191;3.413618073;3.535540432;3.499290151;3.861586727;3.337345303;3.020513862;3.547017043;3.716701563;3.590997142;3.956029366;3.551889574;3.792935763;3.355141869;3.77015307;3.994972887;3.752336067;9.470666667;37.4725;09 28.24;37 28.35;2317;8;44;94;50;36;4;3;3;3;3;3;2;5;3;3;2;2
24349;T_266;landrace;NA;EBI;NA;NA;M3;Oromia;Horo Guduru;Guduru;37.4265;9.455833333;6;2307;15.9;15.4;0.75;9.08;26.2;5.8;20.4;15.3;15.4;17.2;14.9;1264;329;5;99;772;24;210;78;60.77240403;59.51967324;61.53479664;99.41489731;99.73223821;98.77819601;79.43341664;99.77899606;64.27553509;31.21753647;35.11908079;28.71674585;24.62660403;25.3391755;25.15307234;7.435962174;7.727845729;6.825683781;4.46505946;6.682232695;3.779134981;2.084549465;2.358399654;2.662187825;2.229290302;2.55769108;1.93199138;1.450804817;1.66044784;1.319552183;1378.862689;1742.474914;1013.977507;6506.56463;8372.273504;4787.847917;0.211427741;0.20909158;0.213869908;39.22737239;41.71628553;38.91237771;35.05015895;43.07130656;26.9467551;65.50806773;84.47819486;48.74973148;3.234821929;2.843286012;3.848468812;3.202940466;3.155321475;3.20230917;2.58867352;3.199278012;3.719845536;3.184691637;3.363489752;2.85769475;3.466778581;2.873766957;3.483306485;3.053127935;3.2;2.762928908;9.455833333;37.4265;09 27.35;37 25.59;2307;5;50;96;46;40;2;1;3;2;3;3;3;4;3;1;3;3
24352;T_267;landrace;NA;EBI;NA;NA;M3;Oromia;Horo Guduru;Jimma Rare;37.32083333;9.186666667;6;2583;15.1;14.5;0.78;7.06;24.5;6.1;18.4;14.4;15;16.1;14.4;1508;333;12;87;857;49;295;857;54.88624504;54.74365981;54.78021795;99.89609456;99.73223821;99.66445699;74.37649396;95.16995949;53.82782528;29.9562118;36.17966696;24.25123246;23.33005659;24.26278167;22.57323464;8.311742878;10.69678055;7.541314431;4.19846484;4.333009108;3.906955085;1.992435045;2.240242189;1.78163792;2.509925863;3.586575373;1.93199138;1.741921785;2.675080699;1.598161599;1834.956705;2212.783604;1461.806158;8325.731073;10149.23596;6224.063796;0.222236903;0.215924676;0.2291683;45.24158186;45.66286602;45.56070616;40.69041414;48.83469454;32.3338264;83.24095447;101.4409533;62.2658751;3.158363845;3.440990566;2.761341966;3.384092374;2.996360302;3.779177032;2.876624206;2.867287448;3.13222866;4.216252537;4.08101306;4.483229982;3.934887277;4.378579695;3.714002796;4.327839285;4.34829417;4.247039647;9.186666667;37.32083333;09 11.2;37 19.25;2583;8;48;95;47;25;3;2;2;2;4;2;2;3;6;3;3;2
