Name;ID;Status;Pedigree;Source;Center;Release Year;Agroecology;Region_1;Region_2;Region_3;Longitude;Latitude;Genetic cluster;Altitude;bio1;bio2;bio3;bio4;bio5;bio6;bio7;bio8;bio9;bio10;bio11;bio12;bio13;bio14;bio15;bio16;bio17;bio18;bio19;DH;DH.Adet;DH.Akaki;DM;DM.Adet;DM.Akaki;PH;PH.Adet;PH.Akaki;PL.x;PL.Adet;PL.Akaki;PBPM;PBPM.Adet;PBPM.Akaki;TT;TT.Adet;TT.Akaki;CLF;CLF.Adet;CLF.Akaki;CDF;CDF.Adet;CDF.Akaki;PW;PW.Adet;PW.Akaki;PY;PY.Adet;PY.Akaki;GY;GY.Adet;GY.Akaki;BY;BY.Adet;BY.Akaki;HI;HI.Adet;HI.Akaki;GFP;GFP.Adet;GFP.Akaki;GFR;GFR.Adet;GFR.Akaki;BPR;BPR.Adet;BPR.Akaki;PA;PA.Adet;PA.Akaki;PA.M;PA.W;PA.Adet.M;PA.Adet.W;PA.Akaki.M;PA.Akaki.W;OA;OA.Adet;OA.Akaki;OA.M;OA.W;OA.Adet.M;OA.Adet.W;OA.Akaki.M;OA.Akaki.W;lat;lon;DMSlat;DMSlon;altitude;Edate;Hdate;Mdate;GfilP;PL.y;NV;NVc;Plc;Gfpc;PCMdate;SBP;Ptype;SC;PCHdate;Edatec;Hdatec;Mdatec
9173;T_205;landrace;NA;EBI;NA;NA;SH3;Oromia;Misraq Harerge;Girawa;41.7875;9.185333333;6;2402;14.2;12.5;0.83;6.37;21.7;6.8;14.9;13.6;13.6;15;13.6;1007;215;8;71;469;58;318;469;44.83072343;45.19163296;44.64834991;103.5050739;101.9723726;104.0957619;74.0700138;85.95188634;62.00429382;25.996239;24.68998342;23.8452767;22.72701127;20.12280538;25.15307234;7.451326748;9.311277634;5.45405837;4.555366359;7.252694254;3.949561786;1.95982037;2.259147383;1.40836133;2.156081026;2.64715928;1.578786998;1.432156755;1.94177786;0.958730151;1391.079616;1754.716058;1026.332902;6429.151711;8302.587308;4721.045781;0.216832322;0.212508128;0.221519104;58.19526379;55.52931724;58.44184252;24.5407682;31.74373645;17.50786949;63.13896137;82.86307293;46.31157064;2.848907;2.450059332;3.159955143;2.779220614;2.879791537;2.810863121;2.415903108;2.943900655;3.408754249;3.176245093;3.398490889;2.769827981;3.062503093;3.372156921;3.175711405;3.610814151;2.581687755;3.072118645;9.185333333;41.7875;09 11.12;41 47.25;2402;7;54;98;44;36;6;3;3;2;3;3;2;3;7;2;3;3
9174;T_206;landrace;NA;EBI;NA;NA;SM2;Oromia;Misraq Harerge;Girawa;41.77216667;8.988166667;4;1931;17.8;12.5;0.82;6.93;25.6;10.5;15.1;17.1;17.2;18.7;17.1;853;145;8;61;359;48;285;359;63.71548352;63.34048399;63.46467626;106.6328561;106.9006681;104.9820229;80.35285713;109.4579729;57.4618113;34.85484483;48.55317232;26.44339358;21.82244329;21.36479827;21.28331578;7.144035273;8.519561682;4.976971271;4.604034748;8.690077711;2.969607655;2.003894255;2.656156466;1.484930887;2.107274841;2.691893379;1.358034259;1.451840821;2.16776427;0.821709127;1693.41076;2057.646499;1332.09072;8132.201098;9975.022558;6057.060459;0.211427741;0.205675032;0.217694506;43.39105587;44.87354992;43.06758299;38.95193188;46.37631302;31.36691617;76.0239757;93.57618466;57.69867048;3.710635435;4.085882322;3.631043443;3.710584257;3.758205733;4.026406116;3.711681194;3.122664805;3.61614844;3.942464642;4.063512492;3.736362443;3.956164771;3.845334978;3.816534489;4.128665637;4.083303207;3.381308382;8.988166667;41.77216667;08 59.29;41 46.33;1931;7;57;120;63;38;5;3;3;3;4;4;5;5;6;2;3;3
9179;T_207;landrace;NA;EBI;NA;NA;SH3;Oromia;Misraq Harerge;Meta;41.559;9.2715;6;2524;13.7;12.7;0.81;6.78;21.6;6.1;15.5;13.5;12.9;14.6;12.9;1133;259;9;75;577;62;325;62;44.83072343;44.71403161;45.13081981;97.73070693;97.49210386;97.89193503;63.4964482;70.281162;46.10560498;27.9322257;26.98792013;27.0929228;20.70680944;14.57523716;25.15307234;6.990389536;6.804177118;5.93114547;4.014606482;3.838908545;2.927000954;1.90252432;1.512392202;1.542358054;2.049927575;2.468222881;1.371279423;1.28297226;1.475969138;0.76233335;1151.353922;1514.515167;783.8901159;6893.619937;8720.700301;5121.846577;0.173595675;0.181759195;0.164150135;52.64368582;51.9773948;52.2090346;21.96652156;29.09520387;15.06757223;70.59125157;89.59009555;52.38185698;3.081005596;2.465788399;3.884706373;2.911256556;3.123805805;2.769658273;2.502288314;3.199278012;3.754411235;2.857811624;2.925975539;2.725894596;2.913559375;2.858197898;3.124445559;2.614945908;2.140036151;3.319470435;9.2715;41.559;09 16.29;41 33.54;2524;7;46;97;51;28;2;1;2;3;3;2;2;3;3;2;3;3
9394;T_362;landrace;NA;EBI;NA;NA;SM3;Tigray;Mehakelegnaw;Axum;38.793;14.138;1;2132;18.3;15.9;0.7;15.25;29.3;6.6;22.7;17.6;16.7;20.5;16.7;640;212;1;131;475;6;67;16;63.71548352;63.34048399;63.46467626;104.7080671;105.1085607;103.2095009;79.40276863;105.7707436;58.27945815;33.88685148;46.34361779;25.79386436;25.13919255;29.23075321;22.57323464;7.466691322;10.03701726;4.857699496;4.3769156;6.89334839;2.884394253;2.027694153;2.736503543;1.661997987;2.302499579;2.60242518;2.152744119;1.503640993;2.121644594;1.095751176;1823.197856;2187.690865;1463.348846;8519.258727;10323.44936;6391.063126;0.215030795;0.20909158;0.221519104;41.54052988;43.29491773;41.40550088;43.99884053;51.51944637;36.20146733;81.23281128;98.33403153;61.88720669;3.674356951;4.054424187;3.558568319;3.620970518;3.794468363;3.964598845;3.740476263;3.046051597;3.650714139;3.882374004;3.608497711;4.395363213;3.46677921;4.194350853;3.150078482;4.128665637;4.34829417;4.123363752;14.138;38.793;14 08.28;38 47.58;2132;7;50;102;52;40;4;3;3;3;4;3;2;4;5;2;3;3
9410;T_363;landrace;NA;EBI;NA;NA;SM3;Tigray;Mehakelegnaw;Laelay Maychew;38.65316667;14.05616667;3;2074;19.1;16;0.7;15.44;30.3;7.6;22.7;18.6;17.8;21.3;17.6;690;231;1;135;522;5;64;16;55.37675829;55.22126116;55.26268785;98.93370006;98.83618447;98.77819601;79.44874065;105.1254785;59.05168018;31.45220153;40.6871582;24.25123246;22.8777726;23.43478641;22.14326169;8.119685706;9.674147446;7.720222093;4.328247211;5.635637866;3.693921578;2.011827554;2.192979202;2.040060175;2.107274841;2.870829778;1.181432068;1.420760718;2.121644594;0.730361777;1750.670447;2115.019688;1389.999398;8054.792823;9905.340543;5990.26233;0.218633849;0.212508128;0.225343702;43.85368737;44.47889187;44.31414457;40.07167145;48.2099125;31.73526292;81.28307197;99.8934596;60.45754027;3.205966537;3.189325491;3.268667827;3.267452289;3.13870712;3.511345525;2.790239;2.96943839;3.477885646;4.174140615;4.063512492;4.395363213;3.871054213;4.382452445;3.714002796;4.288004556;4.083303207;4.308877594;14.05616667;38.65316667;14 03.37;38 39.19;2074;7;57;106;49;42;2;1;3;2;4;3;4;5;6;2;3;3
9444;T_431;landrace;NA;EBI;NA;NA;SM2;Tigray;Semien Mi'irabaw;Shiraro;37.992;14.45;4;1476;25.4;16.7;0.67;23.94;38.2;13.5;24.7;25;24.1;28.9;23.4;776;245;0;133;587;2;162;583;40.66136081;40.89322087;40.78859065;87.38496603;88.08353958;88.14306427;62.11728747;65.21122177;47.01410149;23.03359267;20.18249218;19.78571907;19.410262;15.9828291;19.99339693;6.713827208;5.484650531;6.050417245;3.917269704;3.120216817;2.841787551;1.892828065;1.569107786;1.379647746;2.119476388;2.468222881;1.622937546;1.431120752;1.844926542;1.050077501;1189.525519;1552.76243;822.4943568;6196.917598;8093.532902;4520.643379;0.193412471;0.195425387;0.190922321;46.62947635;46.84684017;46.80726774;25.4896609;33.42340412;17.69204287;70.69177296;91.32058334;50.87104733;2.67122613;2.481517466;2.543916596;2.538158818;2.877748277;2.666646155;2.675058725;2.714061033;3.13222866;2.435606773;2.243453367;2.769827981;1.892232637;3.118062458;1.919698161;2.933623746;2.05170583;3.44314633;14.45;37.992;14 27.00;37 59.52;1476;6;42;84;42;25;3;2;2;1;4;2;2;2;6;2;1;1
9447;T_432;landrace;NA;EBI;NA;NA;SM3;Tigray;Semien Mi'irabaw;Kafta Humera;38.35833333;14.1555;1;2188;17.8;15.6;0.71;15.31;28.8;7.1;21.7;17.2;16.7;20;16.4;796;272;0;136;611;1;166;12;45.5664933;45.6692343;45.61328972;94.36232617;95.69999637;93.46063014;63.63436427;70.37334273;46.42357876;22.47626317;21.59660708;16.94402873;22.75716354;26.00157171;19.13345103;7.205493568;6.078437495;7.422042656;3.863193717;3.075298584;2.458327239;1.965109236;2.259147383;1.465788498;1.851042373;2.199818283;0.916528781;1.216668039;1.568208489;0.378674481;1047.141293;1452.552122;635.643901;6429.151711;8302.587308;4721.045781;0.168191094;0.185175743;0.148851744;48.71131809;49.60944651;47.6383088;21.28313411;29.43023193;13.36396849;67.88859697;86.95657162;50.36873211;2.672379057;2.921931348;1.92787805;2.791604176;2.713709926;3.161104323;2.790239;2.586372355;2.717440277;2.278139279;2.575964169;1.715426749;2.594394494;2.086427778;2.893749248;2.176763882;1.610054227;2.268225328;14.1555;38.35833333;14 09.33;38 21.5;2188;6;45;98;53;24;2;1;2;3;4;3;2;1;6;2;2;3
9469;T_58;landrace;NA;EBI;NA;NA;M3;Amhara;Semen Gondar;Chilga;37.05333333;12.353;5;1916;19.8;13.6;0.74;12.46;29.6;11.4;18.2;18.4;19.8;21.5;18.3;1171;325;2;117;832;11;112;777;46.05700655;46.14683564;46.09575963;94.12172755;94.35591576;94.34689112;80.50609721;101.6226107;65.63827984;30.42554191;34.50040552;27.0929228;22.99838166;22.109994;23.86315349;7.574243338;7.6618694;7.422042656;4.252540828;5.545801399;3.182641162;2.038271885;2.528546404;1.987418604;2.082871749;2.468222881;1.490485902;1.397968642;1.891046217;0.858248067;1334.584919;1698.109374;969.1978845;7938.673444;9661.440948;6023.661394;0.177198729;0.185175743;0.167974733;48.01737085;48.03081431;48.05382932;27.9669404;35.65541534;20.36255684;84.63683102;102.2684049;63.82305231;3.262334821;2.906202281;3.848468812;3.230719886;3.189210625;3.243514017;2.646263657;3.199278012;3.719845536;3.166712921;2.925975539;3.604562289;2.871004629;3.447714581;2.791217555;3.132797394;3.111669679;3.876011962;12.353;37.05333333;12 21.18;37 03.20;1916;7;45;81;36;20;2;1;1;1;4;2;2;4;4;2;2;1
9477;T_63;landrace;NA;EBI;NA;NA;M3;Amhara;Semen Gondar;Maksegnit;37.50416667;12.436;3;1926;20.1;14.3;0.76;13.94;30.1;11.3;18.8;18.7;20;22.1;18.5;1074;315;2;119;770;12;114;727;44.09495356;44.23643027;44.16588;87.86616328;88.53156645;88.58619476;71.4342844;89.54693487;50.64808751;27.75622691;31.76055791;22.22145365;22.60640221;25.17357645;19.56342398;7.466691322;7.266011424;7.362406768;4.349877606;6.578920759;2.969607655;1.977449924;2.26859998;1.590214028;2.290298033;3.005032077;1.711238641;1.576161234;2.628961024;0.913056477;1314.73184;1678.216941;949.1197878;6661.385824;8511.641714;4921.448183;0.202420106;0.202258483;0.202396114;43.85368737;44.47889187;44.31414457;29.96861918;38.31300273;21.65177049;75.6561588;95.55331667;55.15618263;3.067667636;3.36234523;2.580154158;3.185452782;3.057018163;3.531947948;3.078189686;2.816211976;3.028531565;3.205687199;3.468493163;2.725894596;3.25400209;3.197648983;3.278243099;3.610814151;3.023339359;2.70109096;12.436;37.50416667;12 26.16;37 30.25;1926;5;45;81;36;29;3;2;2;1;4;3;3;5;4;1;2;1
9482;T_118;landrace;NA;EBI;NA;NA;M3;Amhara;Semen Gondar;Addis Zemen;37.685;12.17366667;3;1973;19.6;15.2;0.77;11.88;29.8;10.2;19.6;18.5;20.2;21.3;18.2;1076;341;3;128;795;10;75;782;44.09495356;44.23643027;44.16588;91.71574129;92.11578141;92.13123867;70.20836375;84.01609098;52.46508052;28.04955823;31.76055791;23.03336517;23.78234058;25.91877218;22.14326169;7.313045584;8.189680035;5.93114547;4.371508001;6.938266623;2.79918085;1.84478753;1.394234737;1.03508474;2.326902671;2.826095678;2.020292476;1.493280959;2.26000362;0.913056477;1311.681044;1675.160098;946.0344134;6351.738792;8232.901112;4654.243644;0.20602316;0.205675032;0.206220712;47.55473935;47.63615626;47.6383088;27.70605263;35.46073687;20.04025343;69.17938298;89.20023854;50.37259607;2.972651824;3.016305751;2.761341966;3.018776262;2.984162686;3.284718864;2.790239;2.816211976;3.201360058;2.836816063;2.820972128;2.85769475;2.871004581;2.80587674;2.816850478;2.853954287;3.023339359;2.886604803;12.17366667;37.685;12 10.42;37 41.10;1973;8;51;101;50;27;4;3;2;3;4;2;1;1;6;2;3;3
9498;T_3;landrace;NA;EBI;NA;NA;SH3;Amhara;Mirab Gojjam;Dangela;36.89166667;11.35283333;5;2008;17.5;14.9;0.73;8.25;27.3;7.1;20.2;17;16.8;18.6;16.6;1501;374;4;105;968;23;140;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.35283333;36.89166667;11 21.17;36 53.50;2008;9;60;110;50;33;4;3;3;3;1;3;3;5;1;3;3;3
9499;T_4b;landrace;NA;EBI;NA;NA;SH3;Amhara;Agew Awi;Dangela;11.28783333;36.82533333;5;2087;17;14.9;0.73;7.66;26.8;6.6;20.2;16.5;16.4;18;16.2;1532;363;5;101;960;30;154;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9501;T_5;landrace;NA;EBI;NA;NA;SH3;Amhara;Agew Awi;Dangela;36.82533333;11.28783333;6;2087;17;14.9;0.73;7.66;26.8;6.6;20.2;16.5;16.4;18;16.2;1532;363;5;101;960;30;154;70;44.09495356;44.23643027;44.16588;92.67813579;93.01183515;93.01749965;72.07789274;85.95188634;56.09906654;25.84957334;25.57380523;22.62740941;23.96325418;21.03360017;27.73291005;7.743253649;8.123703706;7.660586206;4.047052075;3.749072079;3.267854565;1.972601797;1.96139057;1.848636282;2.509925863;3.541841274;1.976141928;1.638321441;2.582841348;1.2327722;1417.803857;1781.493273;1053.36004;6371.093183;8302.587308;4620.84458;0.22403843;0.215924676;0.232992898;48.48000234;48.42547236;48.46934985;29.26445306;36.84159574;21.74385718;68.50543277;88.9774631;49.44910884;2.836366673;2.575891869;2.942529773;2.854191569;2.807266279;3.016887357;2.358312971;2.841749712;3.339622852;3.215581767;3.363489752;2.945561519;3.275279826;3.158843423;3.252610175;3.411640502;3.2;2.886604803;11.28783333;36.82533333;11 17.27;36 49.52;2087;6;44;93;49;40;2;1;3;2;3;3;2;4;6;2;2;2
9515;T_156;landrace;NA;EBI;NA;NA;M3;Amhara;Mirab Gojjam;Jabi Tehnan;37.325;10.67216667;6;1815;19.1;14.5;0.72;11.12;29.2;9.3;19.9;18;18.5;20.8;18;1408;347;5;102;896;24;176;896;56.35778479;56.17646384;56.22762767;100.8584891;100.6282919;100.550718;80.07702498;99.8711768;66.0925281;29.36954916;37.50539968;21.40954212;20.46559132;19.70880776;19.13345103;7.881534813;8.783466999;7.600950318;4.247133229;5.366128467;3.310461266;1.923239046;2.046463945;1.226508632;2.137778707;2.356387632;1.799539737;1.37932058;1.568208489;1.095751176;1617.827974;1981.913888;1255.651266;7396.794622;9278.177324;5455.853252;0.220435376;0.212508128;0.2291683;44.77895036;45.26820797;45.14518563;36.24839573;44.2891788;28.09783871;73.45382657;92.43843866;54.45680527;2.983241592;3.220783625;2.507679035;3.137508173;2.923835043;3.531947948;2.819034068;2.739598769;3.063097263;3.55380437;3.625998279;3.428828751;3.679555265;3.354690516;3.585838179;3.491309962;3.729981924;3.19579454;10.67216667;37.325;10 40.33;37 19.50;1815;5;59;102;43;24;4;3;2;1;4;2;2;4;6;1;3;3
9526;T_36;landrace;NA;EBI;NA;NA;M3;Amhara;Misraq Gojjam;Guzamn;37.715;10.30816667;4;2398;16.2;13;0.73;12.54;25.6;8;17.6;14.8;16.3;18;14.8;1305;310;10;95;803;42;205;803;56.84829804;56.65406518;56.71009757;100.3772918;100.1802651;100.1075875;81.11905754;107.1534546;62.00429382;31.65753345;41.30583347;24.25123246;23.57127472;22.85518973;24.72309939;7.451326748;7.991751047;6.646776119;4.279578822;6.803511924;2.202687031;2.033423758;2.57580939;1.886921061;2.217088756;2.691893379;1.755389189;1.482920924;2.16776427;0.958730151;1468.1878;1831.97709;1104.315044;6448.506102;8372.273504;4687.646716;0.225839957;0.215924676;0.236817496;43.85368737;44.47889187;44.31414457;33.56563824;41.83532469;25.24315136;64.55311454;84.27928822;47.32779299;3.0752803;2.890473214;3.268667827;3.08688606;3.03703967;3.243514017;2.617468588;2.96943839;3.477885646;3.116154454;2.943476107;3.428828751;2.722061347;3.517580202;2.509255398;3.610814151;3.464990962;3.381308382;10.30816667;37.715;10 18.49;37 42.9;2398;5;53;102;49;28;5;3;2;2;4;3;3;5;6;1;3;3
9551;T_40;landrace;NA;EBI;NA;NA;M3;Amhara;Misraq Gojjam;Dejen;38.12483333;10.22533333;3;2442;16.4;12.9;0.72;13.89;25.8;8.1;17.7;14.8;15.8;18.3;14.8;1168;313;5;102;739;25;198;739;60.28189078;59.99727458;60.08738692;101.3396863;101.9723726;100.1075875;83.41765875;111.7624912;64.27553509;33.91618461;44.57597417;27.49887857;26.3452832;29.23075321;26.01301825;8.40393032;10.69678055;7.899129755;4.658110736;8.465486546;3.608708176;2.007860905;2.500188612;1.685925974;2.363507309;3.273436675;1.711238641;1.555441165;2.628961024;0.821709127;2028.111951;2603.683209;1457.947124;9486.899315;11856.51221;6591.465528;0.213229268;0.212508128;0.213869908;41.54052988;43.29491773;41.40550088;48.91184219;61.28958877;36.0633373;93.07834307;115.3485057;65.39568537;3.6562809;3.75557191;3.920943935;3.651594838;3.629769572;3.820381879;3.39493544;3.250353483;3.719845536;4.21335649;4.221017609;4.219629674;4.062553016;4.26224107;3.919066182;4.327839285;4.171633528;3.999687857;10.22533333;38.12483333;10 13.52;38 07.49;2442;7;47;104;57;40;2;1;3;3;4;3;2;5;6;2;3;3
9556;T_29;landrace;NA;EBI;NA;NA;M2;Amhara;Misraq Gojjam;Dejen;38.175;10.093;5;1468;21.7;14.8;0.74;16.5;32.2;12.3;19.9;20.5;21.6;24;19.7;924;259;1;108;610;15;147;599;44.09495356;44.23643027;44.16588;94.12172755;94.35591576;94.34689112;70.54549193;79.49923514;57.91605955;25.218911;23.23167743;23.03336517;22.54609767;23.35198688;21.28331578;6.928931241;6.342342813;6.110053132;3.98216089;3.299889749;3.182641162;1.958938892;1.658907459;2.006560993;1.838840827;1.976147784;1.093130972;1.016719375;0.645814981;0.410646053;975.7590771;1288.083842;657.2646849;5887.272888;7814.796481;4253.43884;0.175397202;0.178342646;0.171799331;49.86789684;49.60944651;49.71591144;19.51002073;26.04373215;13.2718818;62.55182508;83.01424198;45.17170147;2.788827171;2.544433735;2.833817089;2.788926671;2.795398882;2.872670392;2.502288314;2.892825183;3.166794359;2.003144958;2.243453367;1.53969321;2.147564019;2.024385715;2.381090781;2.216598611;1.521723906;2.082711486;10.093;38.175;10 05.58;38 10.5;1468;8;56;107;51;29;3;2;2;3;4;3;3;4;6;3;3;3
9559;T_274;landrace;NA;EBI;NA;NA;M3;Oromia;North Shewa;Gohatsion;38.26666667;9.989333333;4;2530;16.1;12.8;0.69;14.51;25.6;7.3;18.3;14.5;15.2;18;14.5;1100;297;4;104;698;24;193;698;45.81174993;46.14683564;45.61328972;97.4901083;97.49210386;97.44880454;79.67860077;97.29011631;67.45527286;33.18285631;41.04068693;28.71674585;23.20944753;23.93158356;22.57323464;7.29768101;6.474295472;7.422042656;4.230910433;4.647436739;3.864348384;2.019320115;2.5427253;1.767281128;2.375708856;3.183968476;1.843690285;1.5658012;2.536721673;0.958730151;1714.784656;2079.062763;1353.706872;8441.84813;10253.76316;6324.264997;0.20602316;0.202258483;0.21004531;51.48710708;50.79342065;51.37799355;33.49175852;40.69441834;26.25610493;86.4667772;104.667219;64.58811704;3.521819927;3.551094037;3.775993689;3.486257071;3.532849082;3.717369761;3.164574891;3.097127069;3.788976933;3.830246715;3.888506807;3.736362443;3.658277771;3.950055352;3.483306485;4.248169826;3.994972887;3.44314633;9.989333333;38.26666667;09 59.36;38 16.00;2530;7;46;97;51;19;3;2;1;3;3;2;2;4;3;2;3;3
15299;T_398;landrace;NA;EBI;NA;NA;SM4;Tigray;Misraqawi;Adigrat;39.50883333;14.225;1;2523;15.6;15.6;0.7;16.28;26;3.9;22.1;16.7;13.9;17.6;13.4;566;149;7;99;335;27;142;39;45.07598005;45.19163296;45.13081981;94.6029248;94.80394263;94.79002161;71.86335663;88.99385048;52.46508052;24.36825018;21.55241599;22.22145365;21.2797025;20.78520159;20.33737529;7.205493568;6.804177118;6.766047894;4.009198883;4.422845574;2.330507135;1.880046638;1.677812654;1.130796686;2.400111948;2.870829778;2.241045215;1.717057702;2.472154127;1.689508949;1445.288506;1809.032404;1081.156206;7222.619037;9069.122918;5355.652051;0.202420106;0.198841935;0.206220712;49.40526534;49.21478846;49.30039091;29.31062788;36.75104762;21.92803055;76.34381648;95.47773215;56.39265089;2.785660493;2.717453474;2.580154158;3.004886552;2.582570066;3.264116441;2.271927765;2.816211976;3.028531565;3.250815967;3.15348293;3.428828751;2.828449496;3.697936293;2.663052938;3.849822529;3.376660641;3.44314633;14.225;39.50883333;14 13.5;39 30.53;2523;8;55;100;45;20;3;2;1;2;3;1;2;3;7;3;3;3
15301;T_399;landrace;NA;EBI;NA;NA;SM4;Tigray;Misraqawi;Ganta Afeshum;39.47483333;14.252;1;2443;16.1;15.8;0.7;16.65;26.7;4.2;22.5;17.2;14.4;18.2;13.8;563;150;7;101;334;27;139;42;56.84829804;54.74365981;58.6399772;101.3396863;101.5243457;100.550718;74.92815826;97.29011631;53.37357702;29.75087988;34.67716989;25.06314399;22.81746807;22.85518973;22.57323464;7.835441092;9.509206622;6.766047894;4.294179339;5.756917095;3.310461266;1.977009185;2.367852251;1.484930887;2.20488721;2.691893379;1.711238641;1.34616847;1.937165892;0.584206018;1555.222523;1919.184338;1192.336234;7358.088162;9243.336317;5422.45018;0.211427741;0.205675032;0.217694506;44.77895036;47.24149821;43.06758299;34.89316454;41.45049517;28.28201209;72.70448531;91.40810226;54.19019181;3.059028427;2.827556945;3.304905389;3.130647016;2.935372221;3.284718864;2.444698177;2.994976126;3.477885646;3.504693927;3.573496574;3.384895366;3.615722347;3.325605859;3.508939409;3.491309962;3.729981924;3.133956593;14.252;39.47483333;14 15.12;39 28.49;2443;5;50;100;50;25;2;1;2;3;1;2;2;4;1;1;3;3
15304;T_412;landrace;NA;EBI;NA;NA;SM3;Tigray;Debubawi;Alamata;39.55833333;12.3425;4;1627;22;16.2;0.69;17.39;34.8;11.6;23.2;23;20.6;24.3;19.8;814;184;13;89;387;65;215;95;45.5664933;45.6692343;45.61328972;97.97130556;97.94013073;97.89193503;65.9482895;74.89019857;48.8310945;23.7962541;23.3642507;18.97380754;19.98315506;18.38401534;19.13345103;6.713827208;6.540271801;5.096243046;4.02542168;4.692354972;2.202687031;1.899439148;1.606918175;1.413146927;2.035285719;2.025355294;1.755389189;1.234280098;1.15313141;0.867382802;1065.079607;1428.069835;696.6379531;5113.157631;7117.947066;3585.429497;0.207824687;0.205675032;0.21004531;52.18105432;51.58273675;51.79351408;20.47045714;27.70076279;13.50209852;52.58193102;73.71734554;37.33944787;2.436632107;2.434330264;1.855402927;2.52560786;2.474112398;2.790260697;2.415903108;2.560834619;2.682874579;1.989268716;1.98094484;1.979027057;1.743289016;2.40446165;1.817166468;2.495441719;1.786714868;2.515577118;12.3425;39.55833333;12 20.55;39 33.50;1627;7;42;84;42;25;5;3;2;1;4;2;2;2;6;2;1;1
15305;T_413;landrace;NA;EBI;NA;NA;SM2;Tigray;Debubawi;Alamata;39.59216667;12.34216667;1;1479;22.6;16;0.69;17.36;35.2;12.3;22.9;23.5;21.2;24.9;20.4;773;177;13;88;372;64;207;91;41.15187406;41.37082221;41.27106056;89.30975503;89.87564706;89.91558622;68.06300262;79.40705441;50.64808751;24.47091614;22.30366453;21.81549788;19.5911756;17.30762151;19.13345103;6.913566667;5.418674202;6.885319669;3.987568488;3.749072079;2.79918085;1.965109236;2.259147383;1.465788498;2.009662473;2.199818283;1.490485902;1.234280098;1.15313141;0.867382802;1092.564257;1455.608966;724.4341184;6165.953824;8065.661768;4493.921722;0.18260331;0.188592291;0.175623929;48.01737085;48.03081431;48.05382932;22.82537335;30.5983027;15.25174561;68.94178697;89.43097024;49.74663401;2.334738071;2.072561718;2.036590735;2.377004703;2.362620812;2.52242919;2.127952422;2.611910091;2.786571675;2.490267713;2.400958484;2.638027827;1.998620688;3.143274364;2.124761548;2.973458476;1.786714868;3.44314633;12.34216667;39.59216667;12 20.53;39 35.53;1479;7;43;85;42;19;2;1;1;1;4;2;2;5;6;2;2;1
15307;T_109;landrace;NA;EBI;NA;NA;SM2;Amhara;Semen Wello;Kobo;39.63866667;12.15183333;1;1495;22.1;15.8;0.7;16.8;34.5;12;22.5;23.1;20.8;24.3;19.9;808;185;15;84;393;70;222;96;41.39713068;41.84842356;41.27106056;89.79095229;90.32367393;90.35871671;61.4277071;69.58980651;40.65462595;23.50292278;23.3642507;18.16189602;19.01828254;17.80441866;16.98358627;6.467994028;5.220745214;5.334786596;3.89023171;3.344807982;2.415720538;1.980975835;2.57580939;1.317434981;1.899848558;2.244552382;1.048980424;1.109959684;0.968652709;0.501993403;1058.973434;1438.016051;674.2481419;5422.804663;7396.687668;3852.634036;0.193412471;0.198841935;0.187097723;48.24868659;48.03081431;48.46934985;21.98499149;30.17272653;14.00857531;60.37462319;81.90434292;42.56739021;2.584849526;2.670266273;2.000353173;2.754118699;2.527319602;3.058092204;2.473493245;2.637447826;2.717440277;2.188364937;2.435959621;1.715426749;2.445451067;2.057343122;2.688685862;2.176763882;1.698384547;2.206387381;12.15183333;39.63866667;12 09.11;39 38.32;1495;7;43;84;41;34;4;3;3;1;4;3;1;5;6;2;2;1
