Accession;Region;Zone;District;Locality;Lat;Long;Edate;Hdate;Mdate;GfilP;PL;Ptype;SC
15321;Amara;North Shewa;MINJARNA SHENKORA;Baynesagne;08-55-10-N;39-31-33-E;5;43;94;51;36;2;2
15322;Amara;North Shewa;MINJARNA SHENKORA;Chire/Jumidir;08-54-48-N;39-31-45-E;8;44;94;50;36;2;2
15323;Amara;North Shewa;MINJARNA SHENKORA;Cherecha;08-54-21-N;39-21-37-E;5;44;94;50;20;2;1
15334;Oromiya;West Shewa;WALMARA;Roge Asgoriy from roge 1 km;08-57-36-N;38-30-00-E;5;43;94;51;28;2;2
15335;Oromiya;West Shewa;WALMARA;Duko Asgoriy from nuko 7 km;08-57-34-N;38-28-48-E;5;51;98;47;24;2;2
15336;Oromiya;West Shewa;WALMARA;Bebeli Hamus Gebeya from Bebeli 4 km;08-57-36-N;38-27-57-E;5;45;94;49;23;2;2
15337;Oromiya;West Shewa;WALMARA;Mechetu Hamus Gebeya from Mechetu 1 km;08-55-37-N;38-16-00-E;5;45;95;50;40;2;2
15338;Oromiya;West Shewa;WALMARA;Mechetu Hamus Gebeya from Mechetu 3 km;08-55-24-N;38-26-00-E;7;44;95;51;33;2;3
15339;Oromiya;West Shewa;WALMARA;Goro Hamus Gebey from Goro 11 km;08-54-00-N;38-26-00-E;7;45;94;49;32;2;3
15340;Oromiya;West Shewa;WALMARA;Goro Hamus Gebey from Goro 18 km;08-54-00-N;38-26-00-E;5;48;103;55;24;2;5
15341;Oromiya;West Shewa;WALMARA;Kirkira from Asgori 1 km;08-58-00-N;38-30-00-E;7;45;95;50;23;2;3
15360;Oromiya;East Shewa;GIMBICHU;Lemlem Chefe PA Dibdibe site 5 km South east Chefe Donsa tow;08-57-15-N;39-08-54-E;7;43;97;54;24;2;3
15361;Oromiya;East Shewa;GIMBICHU;Girmi PA Kelem to 8.5 km east of Chefe Donsa town;08-57-20-N;39-10-27-E;7;43;95;52;23;2;3
15362;Oromiya;East Shewa;GIMBICHU;Uso Cheleleka PA Golole Wako 12 km east of Chefe Donsa town;08-59-23-N;39-12-30-E;7;42;86;44;39;2;2
15363;Oromiya;East Shewa;GIMBICHU;Kersa PA Goro site 9 km north of Chefe Donsa town;09-02-04-N;39-07-48-E;7;42;89;47;40;4;3
15422;Oromiya;Arsi;DODOTA;Koro;08-25-12-N;39-23-43-E;8;57;109;52;21;2;5
15423;Oromiya;Arsi;DODOTA;Awash Besho;08-22-51-N;39-15-33-E;5;44;95;51;46;2;5
15426;Oromiya;Arsi;DODOTA;Balale;08-22-54-N;39-15-33-E;5;44;95;51;25;2;2
15430;Oromiya;Arsi;HITOSA;Dawie Gutiche;08-08-27-N;39-11-52-E;5;44;95;51;42;1;5
15431;Oromiya;Arsi;HITOSA;Dawie Gutiche;08-08-21-N;39-11-21-E;7;43;94;51;40;2;3
15432;Oromiya;Arsi;HITOSA;Dawie Gutiche;08-08-23-N;39-10-44-E;7;45;94;49;35;2;3
15433;Oromiya;Arsi;HITOSA;Dawie Gutiche;08-08-18-N;39-10-45-E;7;43;94;51;26;2;1
15440;Oromiya;Arsi;HITOSA;Forca Hittesa;08-08-50-N;39-20-34-E;7;44;94;50;27;2;2
17298;Oromiya;Arsi;GEDEB ASASA;Tijo kersa kebele 12 km from kubsa about 12 km from kubsa to;07-12-27-N;39-08-28-E;7;47;94;47;18;2;2
17311;Oromiya;Bale;DODOLA;Kete berenda kebele kusulo village about 11 km from dodola;06-59-54-N;39-17-04-E;7;45;94;49;29;2;3
17312;SNNPR;NA;ABESHEGE;Fenta goflele kebele Fenta village about 10 km from welkite;08-16-44-N;37-42-20-E;7;45;94;49;25;2;4
17313;SNNPR;NA;ABESHEGE;Fenta goflele kebele Fenta village about 10 km from welkite;08-16-44-N;37-42-27-E;7;57;98;41;23;1;5
17314;SNNPR;NA;ABESHEGE;Bokotena serite kebele serite village about 18 km from welki;08-15-28-N;37-37-50-E;5;51;98;47;39;4;3
17315;SNNPR;NA;ABESHEGE;Mamade kebele ICPA village about 7 km from welkite town to;08-16-52-N;37-50-21-E;5;56;98;42;21;2;4
17316;SNNPR;NA;ABESHEGE;Ambelta kebele Hechweto village about 13 km from welkite tow;08-18-30-N;37-52-11-E;7;50;96;46;24;2;3
17317;SNNPR;NA;ABESHEGE;Ambelta kebele Hechwoto village 13 km from wekite town to ke;08-18-30-N;37-52-15-E;7;48;94;46;18;2;1
17318;SNNPR;NA;ABESHEGE;Hudad 5 kebele camp village about 35 km from welkite to Ilal;08-23-37-N;37-34-37-E;7;54;98;44;36;3;3
17319;SNNPR;NA;ABESHEGE;Hudad 5 kebele camp villag 35 km from welkite town to wards;08-23-41-N;37-34-34-E;7;61;104;43;21;3;4
17320;Oromiya;Bale;GORO;Gambella kebele shambselafar village about 3 km from Goro to;08-22-57-N;37-51-09-E;5;59;103;44;23;2;4
17321;Oromiya;Bale;GORO;Gembela goro kebele dore village about 4 km from gora town t;08-22-30-N;37-50-32-E;5;57;101;44;40;4;1
17322;Oromiya;Bale;GORO;Wayu kebele Buse village 17 kms from Goro town to Geleyi Reg;08-22-31-N;37-45-23-E;5;51;98;47;38;2;2
17325;Oromiya;Bale;GORO;Geleyi rogda kebele Natahi village about 25 km from goro tow;08-22-29-N;37-41-55-E;5;56;96;40;36;2;1
17326;Oromiya;NA;SEDEN SODO;Adadi Borele kebele Kino village 1 km from Arbu culutte to t;08-28-23-N;38-14-41-E;7;51;96;45;33;2;3
17327;Oromiya;NA;SEDEN SODO;Adadi Borele kebele Kino village 1 km from Arbu culutte to t;08-28-23-N;38-14-38-E;7;54;100;46;32;2;5
17328;Oromiya;NA;SEDEN SODO;Ebisa Laku gidano kebele Gideno village 11 km from Arbu chul;08-31-27-N;38-11-49-E;7;50;98;48;39;4;4
17329;Oromiya;Gurage Zone;SODO;Genete mariam kebele rober village 1 km from Tiya to wards;08-26-49-N;38-36-59-E;5;44;95;51;23;2;3
17330;Oromiya;NA;SEDEN SODO;Ebisa laku Gidano kebele tume village 12 km from Arbu chulul;08-30-58-N;38-11-39-E;5;45;94;49;24;2;3
17331;Oromiya;NA;SEDEN SODO;Mudene Ebayi kebele wera Aba delecha village 12 km from Arbu;08-32-32-N;38-14-54-E;5;45;95;50;23;2;3
17332;Oromiya;NA;SEDEN SODO;Mudena Ebayu kebele wera aba delcha village 12 km from Arbu;08-32-31-N;38-14-58-E;5;45;95;50;39;2;2
17333;Oromiya;NA;SEDEN SODO;Ebisa laku Gidano kebele cheri village 12 km from Arbu chulu;08-30-03-N;38-10-48-E;7;45;95;50;21;2;2
17334;Oromiya;East Shewa;ARSI NEGELLE;Kewa gembel to kebele shona village 7 km from Arsi Negelle t;07-19-39-N;38-43-39-E;7;44;95;51;46;2;3
17335;Oromiya;East Shewa;ARSI NEGELLE;Gembelto kebele Bekisa village 9 km from Arsi Negelle town;07-18-59-N;38-45-13-E;7;45;94;49;25;2;3
17336;Oromiya;East Shewa;ARSI NEGELLE;Shopa bultume kebele sokora village 28 km from Arsi Negele;07-22-04-N;38-56-46-E;7;44;95;51;42;2;3
17337;Oromiya;East Shewa;ARSI NEGELLE;Degaga kebele degaga 2 village 35 km from Arsi Negelle to;07-25-51-N;38-49-51-E;7;43;95;52;40;2;1
17338;Oromiya;East Shewa;ARSI NEGELLE;Argeda sheido kebele kiltu 3 village 5 km from goljota to;07-26-08-N;38-46-57-E;7;45;95;50;35;2;2
17339;Oromiya;East Shewa;NA;Adeba Tita kebele holoto village 12 km from Arsi Negelle to;07-18-52-N;38-43-18-E;7;45;94;49;40;2;3
17340;Oromiya;East Shewa;ARSI NEGELLE;Adeba Tita kebele wetera 12 km from Arsi Negelle to Gode;07-16-39-N;38-44-00-E;8;45;95;50;27;2;2
17341;Oromiya;East Shewa;ARSI NEGELLE;Boku welda kebele weren to roge village 11 km from Degaga to;07-27-03-N;38-45-43-E;7;44;95;51;37;2;3
17342;Oromiya;East Shewa;ARSI NEGELLE;Kersa ilala kebele roge village 6 km from Arsi Negelle to sh;07-18-50-N;38-39-12-E;7;43;95;52;29;2;3
17343;Oromiya;East Shewa;ARSI NEGELLE;Gorbi derera kebele meda misoma village 3 km from Arsi Negel;07-22-34-N;38-40-11-E;5;44;95;51;25;2;3
17344;Oromiya;East Shewa;ARSI NEGELLE;Ali weyo kebele menera kiltota village 5 km from Arsi Negell;07-24-02-N;38-40-28-E;5;43;95;52;23;2;3
17345;Oromiya;East Shewa;ARSI NEGELLE;Rafu argisa kebele mender village 8 km from Arsi Negelle;07-25-51-N;38-40-35-E;5;44;95;51;21;2;3
17346;Oromiya;East Shewa;ARSI NEGELLE;Hada bose kebele adele village 17 km from Arsi Negelle;07-29-47-N;38-40-39-E;7;45;95;50;24;2;3
17347;Oromiya;East Shewa;ARSI NEGELLE;Hada Bojo kebele boso village about 16 km from Arsi Negelle;07-29-20-N;38-40-52-E;7;45;95;50;18;2;1
17348;Oromiya;East Shewa;ARSI NEGELLE;Degael kebele kurfete village about 2 km from Gojota town;07-25-57-N;38-49-17-E;7;48;94;46;23;2;3
17349;Oromiya;East Shewa;ARSI NEGELLE;Sembero kebele rogicha jellisa village about 7 km from Gojza;07-28-33-N;38-50-33-E;7;49;96;47;40;2;3
17350;Oromiya;East Shewa;ARSI NEGELLE;Sembero rogicha  about 8 km from Gojzata town to meti;07-28-54-N;38-50-43-E;7;43;95;52;38;2;3
17351;SNNPR;Kembata Alab ? Tembaro;DOYOGENA;Berafa kebele eneno wesara village 7 km from doyo gana to wa;07-24-34-N;37-48-29-E;7;48;95;47;36;2;3
17352;SNNPR;NA;MISHA;Guna bonochora kebele duna village 4 km from morsinto on the;07-40-50-N;37-46-56-E;7;49;96;47;25;4;4
17353;SNNPR;Gurage;SODO;Eurshi kebele mereki village 5 km from bui town to aymelel;08-20-03-N;38-32-01-E;5;46;95;49;33;2;3
17354;SNNPR;Gurage;SODO;Fato kebele fato balewald village 11 km from bui to aymelel;08-21-42-N;38-30-36-E;7;45;95;50;32;2;3
17356;SNNPR;Gurage;SODO;Negesa kebele doje village 4 km from bui town to wards kella;08-17-04-N;38-31-45-E;7;43;95;52;23;2;3
17357;SNNPR;Gurage;SODO;Negesa kebele kormachi village 3 km from bui town to wards;08-16-54-N;38-31-45-E;7;56;100;44;37;3;4
17358;SNNPR;Gurage;SODO;Negesa kebele dobasi village 8 km from bui town to wards;08-15-59-N;38-32-14-E;8;45;95;50;24;2;3
17360;SNNPR;Gurage;SODO;Genet mariam kebele germama village 1 km from Tiya to;08-25-32-N;38-35-35-E;7;43;95;52;23;2;3
17361;SNNPR;Gurage;SODO;Fulle amanuel kebele balemotebi village 8 km fro Tiya to;08-24-26-N;38-33-46-E;7;45;94;49;39;2;3
17362;Oromiya;West Shewa;WELISO;Obikoji kebele koje village 4 km from weliso town to dilela;08-34-49-N;38-00-22-E;5;45;94;49;21;2;1
17363;Oromiya;West Shewa;WELISO;Adami Gotu kebele kundurus village 7 km from woliso to dilal;08-36-06-N;38-01-05-E;5;44;94;50;46;2;3
17364;Oromiya;West Shewa;WELISO;Adami gotu kebele samoni village 11 km from woliso town;08-37-40-N;38-02-24-E;7;44;95;51;25;2;3
17365;Oromiya;West Shewa;WELISO;Senkele hale mariam kebele 3 km from dilela town to wards;08-39-52-N;38-04-13-E;7;43;95;52;42;2;3
17366;Oromiya;West Shewa;WELISO;Doyo kora kebele kube village 5 km from dilila town to wards;08-38-49-N;38-07-26-E;7;46;97;51;40;2;1
17367;Oromiya;West Shewa;WELISO;Doyo kora kebele kora kiltu village 5 km from dilila town;08-38-34-N;38-07-25-E;5;44;95;51;35;2;3
17368;Oromiya;West Shewa;WELISO;Leman ayetu kebele ayetu village 3 km from woliso to kile;08-31-40-N;37-59-33-E;5;44;95;51;40;2;3
17369;Oromiya;West Shewa;WENCHI;Haro beseke kebele koji village 4 km from chitu town towards;08-37-49-N;37-54-12-E;7;50;96;46;27;2;4
17370;Oromiya;West Shewa;WENCHI;Haro beseke kebele koji village 4 km from chitu town towards;08-37-47-N;37-54-12-E;7;55;103;48;38;4;4
17371;Oromiya;West Shewa;WENCHI;Waldo talfami kebele adare village about 14 km from chitu to;08-42-48-N;37-53-18-E;8;44;103;59;37;2;4
17372;Oromiya;West Shewa;WENCHI;Belbela bulbullo kebele gagure village 1 km from chitu town;08-36-05-N;37-54-48-E;5;45;95;50;29;2;3
17373;Oromiya;West Shewa;WENCHI;Belbela bulbullo kebele gagure village 1 km from chitu town;08-35-59-N;37-54-10-E;7;44;100;56;25;2;5
17374;Oromiya;West Shewa;WENCHI;lemen meta hora kebele welda uadeni village 11 km from chitu;08-36-03-N;37-49-52-E;7;50;97;47;23;2;4
17375;Oromiya;West Shewa;WENCHI;lemen meta hora kebele welda uadeni village 11 km from chitu;08-36-05-N;37-49-50-E;7;45;95;50;21;2;5
17376;Oromiya;West Shewa;WENCHI;Meti walga kebele keno village 3 km from chitu town to wolis;08-35-12-N;37-56-24-E;8;43;95;52;24;2;3
17377;Oromiya;West Shewa;WENCHI;Meti walga kebele walga village 5 km from chitu town to woli;08-34-19-N;37-56-35-E;7;44;94;50;18;2;3
17378;Oromiya;West Shewa;WENCHI;Meti walga kebele walga village 6 km from chitu town to woli;08-34-42-N;37-56-47-E;7;43;94;51;23;2;5
17379;Oromiya;NA;SEBETA AWAS;Dera jawe kebele dera village about 26 km from alamgana town;08-44-51-N;38-39-07-E;5;43;94;51;40;2;3
17380;Oromiya;NA;KERSA MALIMA;Keso mame kebele elechi village about 4 km from lemen town;08-34-44-N;38-36-10-E;7;44;94;50;38;2;3
17381;Oromiya;NA;KERSA MALIMA;Haya waradi kebele keso gutu village about 6 km from lemen;08-34-25-N;38-35-40-E;7;45;93;48;36;2;3
17382;Oromiya;NA;KERSA MALIMA;Gutu urji kebele jegol village about 9 km from lemen town;08-32-18-N;38-33-01-E;7;49;96;47;33;2;3
17383;Oromiya;Arsi;HONKOLO WABE;Teji welkite kebele mirti village about 4 km from siltana to;07-25-00-N;39-25-31-E;7;43;95;52;19;2;3
17384;Oromiya;Arsi;HONKOLO WABE;Bokoji mirti kebele lalo village about 2 km from mechitu to;07-26-01-N;39-27-47-E;7;44;95;51;16;2;3
17385;Oromiya;Arsi;HONKOLO WABE;Bokoji mirti kebele lalo village about 8 km from siltana to;07-27-19-N;39-25-31-E;8;44;94;50;35;2;3
17386;Oromiya;Arsi;HONKOLO WABE;Siltana chang icha kebele furda village about 2 km from silt;07-23-28-N;39-25-08-E;7;45;94;49;18;2;3
17387;Oromiya;Arsi;HONKOLO WABE;Siltana chang icha kebele furda village about 7 km from silt;07-23-25-N;39-27-30-E;7;51;96;45;28;2;4
17388;Oromiya;NA;NA;Tamagne aware kebele chuma village about 4 km from bokoji to;07-31-22-N;39-12-55-E;5;45;94;49;25;2;3
17389;Oromiya;Arsi;LIMU AND BILBILO;Koji katara kebele huluko village about 10 km from bokeji to;07-31-57-N;39-10-13-E;5;44;94;50;20;2;3
17390;Oromiya;Arsi;LIMU AND BILBILO;Koji katara kebele kombolch village about 16 km from bokeji;07-30-51-N;39-08-46-E;9;45;94;49;20;2;3
17391;Oromiya;Arsi;SHERKA;Zenbaba hela kebele ielko village about 2 km from gobesa tow;07-36-21-N;39-30-28-E;7;48;93;45;20;2;3
17392;Oromiya;Arsi;SHERKA;Hela zenbaba kebele gerjeda mirti village about 7 km from;07-35-55-N;39-32-57-E;7;49;96;47;20;2;3
17393;Oromiya;Arsi;SHERKA;Hela zenbaba kebele gale village about 8 km from gobesa;07-35-46-N;39-33-27-E;8;48;94;46;25;2;3
17394;Oromiya;Arsi;SHERKA;Birbona chole kebele birbo village 16 km from gobesa town;07-33-55-N;39-35-29-E;9;49;96;47;26;2;3
17395;Oromiya;Arsi;SHERKA;Sole negelle kebele furfure village about 11 km from gubessa;07-41-46-N;39-28-38-E;5;43;95;52;24;2;3
17396;Oromiya;Arsi;SHERKA;Sole ferekesa kebele ferekesa village about 3 km from gobesa;07-38-40-N;39-29-26-E;5;45;94;49;25;2;3
17397;Oromiya;Arsi;SHERKA;Yayana werguba kebele karo village about 4 km from gobesa;07-35-49-N;39-28-01-E;7;45;94;49;19;2;2
17398;Oromiya;Arsi;SHERKA;Yayana werguba kebele karo village about 5 km from gobesa;07-35-33-N;39-24-46-E;5;45;95;50;18;2;3
17399;Oromiya;Arsi;SHERKA;Lemuna tijo kebele samuna village about 11 km from gobesa;07-34-05-N;39-25-22-E;7;43;100;57;34;2;3
17400;Oromiya;Arsi;SHERKA;Lemuna tijo kebele kersa village about 5 km from gebrekrstos;07-32-18-N;39-26-13-E;7;44;94;50;28;2;2
17401;Oromiya;Arsi;SHERKA;Mitana gado kebele edo kebana village about 10 km from gebre;07-31-21-N;39-28-21-E;7;45;94;49;27;2;1
17826;Oromiya;East Welega;GUTO GIDA;Feynera 6 km from the main road junction on the way to Sasig;09-05-25-N;36-29-48-E;7;42;87;45;29;2;3
17827;Oromiya;East Welega;GUTO GIDA;Feynera 5 km from the main road junction on the way to Sasig;09-05-38-N;36-29-48-E;7;56;101;45;40;4;4
17828;Oromiya;East Welega;GUTO GIDA;Negaso 7 km from Nekemete to the south;09-02-34-N;36-34-20-E;7;47;98;51;48;5;4
17829;Oromiya;East Welega;GUTO GIDA;Negaso 7 km from Nekemete to the south;09-02-28-N;36-34-21-E;5;57;103;46;46;5;5
17830;Oromiya;East Welega;GUTO GIDA;Gari 8 km from Nekemte agri office N/E;09-06-02-N;36-35-05-E;5;55;98;43;20;3;1
17831;Oromiya;East Welega;GUTO GIDA;Gari 8 km from Nekemte wereda agri office N/E;09-05-59-N;36-35-11-E;5;43;93;50;36;2;3
17832;Oromiya;East Welega;GUTO GIDA;Gari 4 km from Nekemte wereda agri office N/E;09-05-03-N;36-36-20-E;7;55;100;45;25;3;4
17833;Oromiya;East Welega;DIGA;Arewa 10 km from Ifa ib the way to Gimbi;09-02-04-N;36-24-34-E;7;48;97;49;36;2;3
17834;Oromiya;East Welega;DIGA;Keladi Gome 7 km from Ifa on the way to Gimbi;09-02-00-N;36-25-59-E;7;52;100;48;28;3;4
17836;Oromiya;East Welega;SASIGA;Horowata Amstegna 24 km from Sasiga North direction;09-21-24-N;36-23-28-E;5;50;98;48;20;2;5
17837;Oromiya;East Welega;SASIGA;Medejalela Angera 2nd camp 27 km from sasiga on the way to;09-19-16-N;36-24-14-E;7;57;102;45;46;5;5
17838;Oromiya;East Welega;SASIGA;Gatojanja Nonosembedure 3 km from sasiga on the way to Nekem;09-09-26-N;36-28-30-E;5;44;93;49;28;2;3
17839;Oromiya;East Welega;SASIGA;Gatojanja Nonosembedure 3 km from sasiga on the way to Nekem;09-09-22-N;36-28-31-E;8;45;93;48;24;2;3
17840;Oromiya;East Welega;WAYU TUQA;Gudetu 8 km from gute on the way to sibu Sire and turn to;09-01-37-N;36-41-22-E;7;57;101;44;35;4;5
17841;Oromiya;East Welega;WAYU TUQA;Gudetu 6 km from gute on the way to sibu Sire and turn to;09-01-42-N;36-41-21-E;5;51;97;46;23;2;5
17842;Oromiya;East Welega;WAYU TUQA;Werego 4 km from Gute on the way to Sibu sire;09-02-14-N;36-40-21-E;7;48;95;47;40;2;3
17843;Oromiya;East Welega;WAYU TUQA;Were sebou 4 km from Gute on the way to Sibu sire turn to;08-59-13-N;36-41-27-E;7;43;94;51;33;2;2
17844;Oromiya;NA;HARO LIMU;Bolo 12 km from Haro on the way to Blliso;09-58-12-N;36-18-37-E;7;45;94;49;32;1;3
17845;Oromiya;NA;HARO LIMU;Bolo 14 km from Haro on the way to Blliso;09-54-14-N;36-18-32-E;8;43;95;52;23;2;3
17846;Oromiya;NA;HARO LIMU;Ucha 31 km from Haro on the way to Geeni Suqie;09-55-07-N;36-12-22-E;7;59;106;47;24;2;3
17847;Oromiya;NA;HARO LIMU;Mukelba 30 km from Haro on the way to Suqie;09-46-50-N;36-10-38-E;5;58;99;41;23;1;3
17848;Oromiya;NA;HARO LIMU;Mukelba 37 km from Haro on the way to Suqie;09-56-38-N;36-10-42-E;7;59;105;46;42;5;4
17849;Oromiya;NA;HARO LIMU;Dhona 34 km from Haro on the way to Suqie;09-56-14-N;36-09-58-E;7;43;94;51;23;2;5
17850;Oromiya;NA;HARO LIMU;Dhona 34 km from Haro on the way to Suqie;09-56-14-N;36-09-58-E;5;44;95;51;39;2;2
17852;Oromiya;NA;HARO LIMU;Geni 33 km from Haro on the way to Suqie;09-54-31-N;36-11-07-E;7;49;96;47;21;2;3
17853;Oromiya;East Welega;LIMU;Abeger 14 km from Limu on the way to Haro;09-50-28-N;36-23-16-E;7;55;100;45;26;4;4
17854;Oromiya;East Welega;LIMU;14 km from Limu on the way to Haro;09-50-43-N;36-23-11-E;8;54;98;44;46;2;3
17855;Oromiya;East Welega;LIMU;Lafto 11 km from Galiba on the way to Haro;09-51-05-N;36-24-20-E;7;50;97;47;25;2;3
17856;Oromiya;East Welega;LIMU;Lafto 10 km from Galiba on the way to Haro;09-50-59-N;36-24-28-E;7;57;98;41;42;2;3
17857;Oromiya;East Welega;LIMU;Warsu Arbudema 3 km from Galila on the way to Haro;09-50-09-N;36-27-27-E;7;48;95;47;40;2;3
17858;Oromiya;East Welega;LIMU;Warsu Arbudema 3 km from Galila on the way to Haro;09-50-09-N;36-27-27-E;8;45;95;50;35;2;3
17859;Oromiya;East Welega;LIMU;Warsu Arbudema 3 km from Galila on the way to Haro;09-50-09-N;36-27-27-E;5;45;95;50;26;2;3
17860;Oromiya;East Welega;LIMU;Belela 7 km from Galila on the way to Gida;09-50-42-N;36-31-40-E;5;52;97;45;27;2;4
17861;Oromiya;East Welega;LIMU;Belela 7 km from Galila on the way to Gida;09-50-48-N;36-31-47-E;7;56;99;43;18;2;4
17862;Oromiya;East Welega;IBANTU;Aniso Kebele Elias village 9 km from Ibantu on the way to;10-03-31-N;36-27-48-E;7;49;98;49;29;2;3
17863;Oromiya;East Welega;IBANTU;Aniso Kebele Elias village 10 km from Ibantu (Hinde) on the;10-03-41-N;36-27-29-E;8;59;106;47;25;2;4
17864;Oromiya;East Welega;IBANTU;Aniso Kebele Elias village 10 km from Ibantu (Hinde) on the;10-03-41-N;36-27-48-E;5;44;81;37;40;5;4
17865;Oromiya;East Welega;IBANTU;Kilo 15 km from Ibantu North direction;10-05-59-N;36-27-56-E;5;57;108;51;35;5;4
17866;Oromiya;East Welega;IBANTU;Kekro  kebele Daba village 8 km from Ibantu on the way to;10-00-54-N;36-27-22-E;7;57;108;51;27;2;4
17867;Oromiya;East Welega;IBANTU;Kekro  kebele Daba village 8 km from Ibantu on the way to;10-00-54-N;36-22-23-E;5;43;81;38;40;5;4
17868;Oromiya;East Welega;IBANTU;Kekero babele Mandero 8 km from Ibantu on the way to Kelo;10-00-13-N;36-27-38-E;5;44;81;37;39;5;5
17869;Oromiya;East Welega;IBANTU;Kekero babele Mandero 8 km from Ibantu on the way to Kelo;10-00-12-N;36-27-33-E;7;43;81;38;40;4;3
17870;Oromiya;East Welega;IBANTU;Aga Gudina 9 km from Ibantu on the way to Gida;09-56-52-N;36-30-50-E;8;43;95;52;23;2;3
17871;Oromiya;East Welega;IBANTU;Aga Gudina 7 km from Ibantu on the way to Gida;09-57-11-N;36-30-28-E;7;43;94;51;21;2;3
17872;Oromiya;East Welega;GIDA AYANA;Doro Bora kebele Bora village from Gida on the way to Gutten;09-45-48-N;36-38-44-E;5;55;98;43;38;4;3
17873;Oromiya;East Welega;GIDA AYANA;Doro Bora kebele Obora 12 km  from Gida on the way to Gutten;09-45-40-N;36-38-48-E;7;48;94;46;24;2;2
17874;Oromiya;East Welega;GIDA AYANA;Ejere Kebele 18 km from Gida on the way to Kiremu;09-52-06-N;36-41-15-E;7;43;88;45;18;2;4
17875;Oromiya;East Welega;GIDA AYANA;Ejere Kebele Ejere villag 18km from Gida on the way to Kirem;09-52-06-N;36-44-15-E;7;56;108;52;23;2;5
17876;Oromiya;East Welega;GIDA AYANA;Ejere Kebele Ejere villag 18km from Gida on the way to Kirem;09-52-00-N;36-41-09-E;7;48;94;46;40;3;4
17877;Oromiya;East Welega;GIDA AYANA;Avele waja village 8 km from gida on the way to Limu;09-54-09-N;36-34-42-E;8;45;96;51;33;3;5
17878;Oromiya;East Welega;GIDA AYANA;Avele waja village 8 km from gida on the way to Limu;09-54-06-N;36-34-42-E;7;48;94;46;40;2;5
17880;Oromiya;East Welega;KIREMU;Biro 15 km from Kerimu on the way to bure;10-03-06-N;36-51-51-E;7;45;95;50;32;3;2
17881;Oromiya;East Welega;KIREMU;Alano village Haro kebele 13 km from Kiremu on the way to bu;10-02-33-N;36-52-19-E;5;45;94;49;37;5;4
17882;Oromiya;East Welega;KIREMU;Denibo 3 km from Kiremu on the way to bu;09-55-23-N;36-47-37-E;8;57;102;45;37;4;3
17883;Oromiya;East Welega;KIREMU;Denibo 3 km from Kiremu on the way to bu;09-55-35-N;36-47-33-E;7;51;96;45;23;4;4
17884;Oromiya;East Welega;GIDA AYANA;Tulu leneha kebele Mender 3, 4 km from gutten on the way to;09-36-06-N;36-38-48-E;5;54;98;44;23;3;3
17886;Oromiya;East Welega;GIDA AYANA;Mender 10, 12 km from gutten on the way to Nekemete;09-28-20-N;36-32-02-E;7;48;94;46;23;3;3
17887;Oromiya;West Welega;SAYO;Amdo Goden 12 km from Dembidelo on the way to Gambella;08-34-07-N;39-44-01-E;7;53;98;45;39;3;4
17888;Oromiya;West Welega;SAYO;Amdo Goden 12 km from Dembidelo on the way to Gambella;08-34-36-N;34-44-04-E;5;55;98;43;21;3;2
17889;Oromiya;West Welega;SAYO;Meti 8 km from Dembidelo on the way to Nekemte;08-33-41-N;34-50-15-E;8;54;98;44;38;2;4
17890;Oromiya;West Welega;ANFILO;Sheleel 10 km from Anfilo on the way to Gambella town to the;08-26-43-N;34-35-39-E;5;50;107;57;46;3;5
17891;Oromiya;West Welega;ANFILO;Sheleel 16 km from Anfilo on the way to Gambella town to the;08-26-43-N;34-35-38-E;5;54;106;52;29;5;5
17892;Oromiya;West Welega;ANFILO;Sudi 27 km from Anfilo on the way to Dembidello;08-39-13-N;34-42-28-E;5;52;101;49;25;3;4
17893;Oromiya;West Welega;ANFILO;Sudi 28 km from Mugi on the way to Dembidello;08-38-53-N;34-42-13-E;5;40;81;41;36;2;4
17894;Oromiya;West Welega;ANFILO;Sudi 27 km from Mugi on the way to Dembidello;08-39-12-N;34-42-27-E;5;58;103;45;42;3;5
17895;Oromiya;West Welega;HAWA GELAN;Mender 15, 20 km from Hawa Gelan turn to the right for 6 km;08-41-09-N;35-01-07-E;5;57;101;44;40;3;4
17896;Oromiya;West Welega;HAWA GELAN;Gare 6, 15 km from Hawa Gelan on the way to Dambidollo;08-38-27-N;34-50-36-E;7;44;82;38;33;2;3
17897;Oromiya;West Welega;HAWA GELAN;Gare 6, 15 km from Hawa Gelan on the way to Dambidollo;08-38-22-N;34-50-41-E;5;44;88;44;32;2;3
17898;Oromiya;NA;YAMALAGI WALAL;Dimbo 5 km from Tejo on the way to Jima Haro;08-48-31-N;34-48-18-E;5;57;104;47;23;2;3
17879;Oromiya;East Welega;GIDA AYANA;Avele waja village 9 km from gida on the way to Limu;09-54-50-N;36-33-52-E;5;43;81;38;25;5;4
17899;Oromiya;NA;YAMALAGI WALAL;Dimbo 5 km from Tejo on the way to Jima Haro;08-48-34-N;34-48-21-E;5;56;101;45;38;5;4
17900;Oromiya;NA;DALE WABERA;Wale Dhiba kebele 10 km from Kebe west direction;09-00-01-N;35-03-28-E;7;50;96;46;35;3;4
17901;Oromiya;NA;DALE WABERA;Wale Dhiba kebele 10 km from Kebe west direction;09-00-01-N;35-03-27-E;7;51;97;46;26;3;3
